poi_id,name,region,locality,address,postcode,longitude,latitude,category_level1,category_level2,category_level3,business_status,phone,website_domain,rating,rating_count,traffic_score,time_spent,update_month
1391557e07edb9a3b4ce1ad2eb0af235,Pmark Flour Mill - P Mark Products Manufacturers & Suppliers in Jammu and Kashmir,Jammu and Kashmir,Jammu,"1 A/C WARE HOUSE, Jammu, 180004, Jammu and Kashmir 180004",180004,74.8573297,32.71566761,Industrial & Manufacturing & Resources,Wholesale & Distribution,Food manufacturing supply,Open,+91 191 243 5170,pmarkproducts.com,4.3,46,,People typically spend 15 min to 1 hr here,Mar-25
3cca39b55de343919034c125592f5eb1,Vikram Engineering Works,Gujarat,Ahmedabad,"26-B Maheshwari Industries Estate Nr.Maheshwari Mills,, Shahibaug, Ahmedabad, Gujarat 380004, India",380004,72.58560654,23.04477982,Industrial & Manufacturing & Resources,Industrial & Resource Production,Machine shop,Open,+91 84690 14508,vikramengineering.com,4.8,17,,People typically spend 15 min to 1 hr here,Mar-25
629f3e815092646783f4f0c0c4604455,KR Fuels - Auto LPG Station - Hosur,Tamil Nadu,Hosur,"No.989,/3A,Seetharam Nagar,Chennathur Village,NH7 Krishngiri Bye-pass Road, Hosur, Tamil Nadu 635109, India",635109,77.8411178,12.72886992,Industrial & Manufacturing & Resources,Utilities & Energy,Fuel supplier,Open 24 hours,+91 95855 30267,krfuels.com,4.1,123,,People typically spend 15 min here,Mar-25
a738bbff0c8fb5583b497aaa6d27f150,F K Traders The kirana store,Telangana,Hyderabad,"Shop No 22, 1-116, Chaderghat Rd, Kali Kaber, Sultanpura, Imlibun, Malakpet, Hyderabad, Telangana 500024, India",500024,78.48536584,17.37554151,Industrial & Manufacturing & Resources,Wholesale & Distribution,Wholesaler,Open,+91 80080 00830,wa.link,4.5,89,,People typically spend 15 min to 1 hr here,Mar-25
5b23fc71fd45398490b945da8f87dc5a,Neo Plast Industries,Kerala,Perumbavoor,"KoovappadyPost, Thodaparambu, Perumbavoor, Kerala 683544, India",683544,76.47982913,10.13051427,Industrial & Manufacturing & Resources,Wholesale & Distribution,Plastic bag supplier,Open,+91 94465 56233,neoplastindustries.in,4.1,15,,People typically spend 25 min to 1.5 hr here,Mar-25
175c84fc8f5a76cd7fec0b87a5fda9c4,Roger Industries Ltd.,Uttar Pradesh,Agra,"Mathura Rd, Artauni, Agra, Uttar Pradesh 282007, India",282007,77.89669078,27.22807093,Industrial & Manufacturing & Resources,Industrial & Resource Production,Shoe factory,Open,+91 99272 30666,rogerexports.com,4,63,,People typically spend 15 min to 2.5 hr here,Mar-25
700f35e0fa340530f3f1ba697413b765,Orbit Energy || Solar Equipment Supplier || Raanebennur,Karnataka,Ranebennur,"HALAGERI, ROAD, near BYPASS, Ranebennur, Karnataka 581115, India",581115,75.62222081,14.60116465,Industrial & Manufacturing & Resources,Wholesale & Distribution,Solar energy equipment supplier,Open,+91 96202 27282,orbitenergy.in,4.2,14,,People typically spend 15-45 min here,Mar-25
3d6b0c4f3409408324979c5e27d605df,Polycab Distributor - Vijayshree Agencies,Karnataka,Hosapete,"Plot No 26, Sanklapur Industrial Area, Hosapete, Karnataka 583201, India",583201,76.40596369,15.2577145,Industrial & Manufacturing & Resources,Wholesale & Distribution,Electrical products wholesaler,Open,+91 1800 572 6412,vijayshreegroup.com,4,4,,People typically spend 15 min to 1 hr here,Mar-25
3e489edcbd483691c8dcbb6dfc5ae9f0,Gaiety Fashion Kay Vee Fashion,Tamil Nadu,Tiruppur,"Karumarampalayam Rd, Karumarpalayam, Tiruppur, Tamil Nadu 641602, India",641602,77.36832997,11.11281271,Industrial & Manufacturing & Resources,Wholesale & Distribution,Garment exporter,Open,+91 421 425 4414,gaietyfashion.com,3.8,43,,People typically spend 15 min to 1 hr here,Mar-25
7f30619fc9c0790b809c642a7920553d,S Granites And Ceramics Private Limited | Central India's Leading Natural Stones Supplier,Madhya Pradesh,Indore,"Plot No. 11, Ring Rd, Service Rd, Sector - FA Scheme 94, Opp. Hanuman Mandir, Near Bangali Square, Ashish Nagar, Brijeshwari Annexe, Indore, Madhya Pradesh 452016, India",452016,75.90622584,22.71160626,Industrial & Manufacturing & Resources,Wholesale & Distribution,Marble supplier,Open,+91 73899 48113,sgraniteandceramics.com,4.2,29,,People typically spend 20 min here,Mar-25
d4b13dfa4d82df5f00d716c2e4b23d99,Krishna Indane Services,Kerala,Nattukal,"SH25, Nattukal, Kerala 678555, India",678555,76.80848049,10.73578864,Industrial & Manufacturing & Resources,Utilities & Energy,Gas cylinders supplier,Open,+91 85084 73106,locator.iocl.com,4.1,36,,People typically spend 15 min here,Mar-25
99d6a53077003ef16ae71c7f4a21df81,Luxmi Premium Grains India Pvt. Ltd.,Uttar Pradesh,"Faizabad, Ranimau","Plot No. 2073, 2075 Adjacent Bank Of Baroda, Ranimau, Tehsil-Rudauli, Faizabad, Uttar Pradesh 225415, India",225415,81.58745417,26.78399826,Industrial & Manufacturing & Resources,Agriculture & Forestry,Agricultural service,Open,+91 85880 40297,lpgrice.com,4.1,23,,People typically spend 15-45 min here,Mar-25
335f036771ae29b4cdc5f1281470a6d9,Lakshya Infrapromoters Pvt Ltd,Uttar Pradesh,Greater Noida,"I-77, I-78, Site C, UPSIDC Surajpur Industrial Area, Greater Noida, Uttar Pradesh 201306, India",201306,77.51941191,28.5191273,Industrial & Manufacturing & Resources,Industrial & Resource Production,Water pump supplier,Open,+91 98180 84899,lipl.co.in,4.7,39,,People typically spend 20 min to 1 hr here,Mar-25
de202250b2ac83abb6606c412fcea8de,Jain Resource Recycling Private Limited,Tamil Nadu,"Pappankuppam, Gummidipoondi","R2, R3, SIPCOT industrial complex, Plot No.R1, Anthoni Pillai Nagar, Pappankuppam, Gummidipoondi, Tamil Nadu 601201, India",601201,80.09063528,13.41850824,Industrial & Manufacturing & Resources,Waste & Recycling,Recycling center,Open 24 hours,+91 44 4213 0100,jainmetalgroup.com,3.5,8,,People typically spend 20 min to 3 hr here,Mar-25
092f9916e3eff7c6ae8e8b3210a5a446,Koyambedu vegetable market,Tamil Nadu,Chennai,"Shop no D2, Vegetable market, Wholesale Market Complex, Koyambedu, Chennai, Tamil Nadu 600092, India",600092,80.19464695,13.06795495,Industrial & Manufacturing & Resources,Wholesale & Distribution,Vegetable wholesale market,Open,+91 97157 25735,daatacenter.com,4.1,2888,,People typically spend 25 min to 1.5 hr here,Mar-25
ca08c8540f539b4cd20032f40b400172,Maruti Suzuki Genuine Parts Distributor (Sai Service Spares & Accessories Pvt. Ltd.) Kannur Kakkad Road,Kerala,Kannur,"Mariyam Arcade, Kakkad Rd, South Bazar, Puzhathi Housing Colony, Kannur, Kerala 670002, India",670002,75.37697113,11.87847516,Industrial & Manufacturing & Resources,Wholesale & Distribution,Wholesaler,Open,+91 86069 80018,saiservice.com,4.4,46,,People typically spend 15 min here,Mar-25
5db972879beed643945ca5a3f7819d47,Jio Service centre,Madhya Pradesh,Seoni,"Bhagat Singh Ward, Seoni, Madhya Pradesh 480661, India",480661,79.5442438,22.08961565,Industrial & Manufacturing & Resources,Wholesale & Distribution,Office accessories wholesaler,Open,+91 1800 889 9999,jio.com,3.8,73,,People typically spend 25 min here,Mar-25
71d3c71f7543cbfd891df0185dd3267b,Diffusion Engineers Limited,Maharashtra,"Nagpur, Nildoh ct","T-5 & 6 Hingna Industrial Area, Midc, Nagpur, Maharashtra 440016, India",440016,78.9869068,21.11886324,Industrial & Manufacturing & Resources,Wholesale & Distribution,Industrial equipment supplier,Open,+91 7104 232 084,diffusionengineers.com,4.1,20,,People typically spend 15 min to 2 hr here,Mar-25
f792ea7cec269554a2b38ff81548f31b,Pragati Industries,Maharashtra,"Sangli, Sangli Miraj Kupwad","Plot No. 134, Vasantdada Industrial Estate, Sangli, Maharashtra 416416, India",416416,74.58544578,16.87624517,Industrial & Manufacturing & Resources,Agriculture & Forestry,Agricultural service,Open,+91 233 234 0941,centrifugalpumpindia.in,4.1,9,,People typically spend 15-45 min here,Mar-25
d89ff7d54feabfba6317400fb7884592,Sri Sai Venkata Teja Chemicals,Andhra Pradesh,Piduguralla,"Piduguralla, Andhra Pradesh 522413, India",522413,79.90796244,16.46857983,Industrial & Manufacturing & Resources,Wholesale & Distribution,Factory equipment supplier,Open 24 hours,+91 98494 53041,sites.google.com,5,23,,People typically spend 20 min to 1.5 hr here,Mar-25
4409590c52d00bacb4d290391de39488,Rk Marbles India,Rajasthan,Makrana,"RK Marbles, Byepass Road, Borawar, Makrana, Rajasthan 341505, India",341505,74.69256635,27.02645276,Industrial & Manufacturing & Resources,Wholesale & Distribution,Marble supplier,Open,+91 99289 79999,rkmarblesindia.com,4.7,267,,People typically spend 15 min to 1 hr here,Mar-25
bd7d150cbaf86470253c95e28499ff24,Ficom Engineering Private Limited,Karnataka,Chokkahalli,"Opposite to Warm Gears pvt ltd factory gate pillugumpe, Chokkahalli, Karnataka 562114, India",562114,77.82488753,13.12504453,Industrial & Manufacturing & Resources,Industrial & Resource Production,Fiberglass supplier,Open,+91 98453 89609,frpficom.com,4.9,10,,People typically spend 25 min to 2 hr here,Mar-25
adb033abdc36a6764f3f6d13d3465b5a,Secan Invescast India Private Limited,Tamil Nadu,Coimbatore,"S.F.No.504/2C, Rangasamykonar Nagar,Echanari, Salem-Ernakulam, Highway, Coimbatore, Tamil Nadu 641021, India",641021,76.98492435,10.91633192,Industrial & Manufacturing & Resources,Wholesale & Distribution,Industrial equipment supplier,Open 24 hours,+91 94433 75196,secangroups.com,4.9,11,,People typically spend 20 min to 2 hr here,Mar-25
5f1276b7ca3e82ba64a2ccbbdd973784,Project Sales Corp,Andhra Pradesh,Visakhapatnam,"28, Founta Plaza, opp. Keys Hotel, Suryabagh, Jagadamba Junction, Visakhapatnam, Andhra Pradesh 530020, India",530020,83.29870975,17.71293482,Industrial & Manufacturing & Resources,Wholesale & Distribution,Industrial equipment supplier,Open,+91 98851 49412,pscrigconsumables.com,4.6,32,,People typically spend 15 min to 1 hr here,Mar-25
5d09333b88bd4406cafe42feee643abb,PPNS - PREMIUM QUALITY GROCERY SHOP(SHRI PUSHPAM TRADERS),Tamil Nadu,Nattapettai,"20/1, velathamman kovil street, Little, Tamil Nadu 631501, India",631501,79.72623261,12.82106916,Industrial & Manufacturing & Resources,Wholesale & Distribution,Wholesale grocer,Open,+91 96008 12123,ppnsdhall.com,4.3,355,,People typically spend 20 min here,Mar-25
224fc15e6f6379460162f0d1ffa1896c,Maurya Industries,Maharashtra,Gokul Shirgaon,"A12, MIDC, Gokul Shirgaon, Maharashtra 416234, India",416234,74.28315075,16.64513763,Industrial & Manufacturing & Resources,Wholesale & Distribution,Industrial equipment supplier,Open,+91 95525 51990,mauryagroup.co.in,4.7,24,,People typically spend 15 min to 1.5 hr here,Mar-25
d1a3b1bebef8c52667f89c66adda1127,D.R. Engineering Works,Uttar Pradesh,Greater Noida,"I-145 Site C, Surajpur Industrial Area, Block I, UPSIDC Site C, Gulistanpur, Greater Noida, Uttar Pradesh 201306, India",201306,77.51549374,28.51683835,Industrial & Manufacturing & Resources,Wholesale & Distribution,Industrial equipment supplier,Open,+91 98115 93200,drengg.com,4.5,12,,People typically spend 15 min to 1 hr here,Mar-25
27f5d195aef5d09a172231e0011e3522,devi pharma,Karnataka,Bengaluru,"Gavipuram Extension, Banashankari 1st Stage, Banashankari, Bengaluru, Karnataka 560050, India",560050,77.55593957,12.94780481,Industrial & Manufacturing & Resources,Wholesale & Distribution,Pharmaceutical products wholesaler,Open,+91 98452 57154,devipharma.com,4.1,8,,People typically spend 15-45 min here,Mar-25
5531a8ed4200a2751e7a02e15d5b5735,Krishnendra Nursery,Karnataka,Bengaluru,"9-159, Lalbagh, Ashoka Pillar Rd, 1st Block, Siddapura, Jayanagar, Bengaluru, Karnataka 560011, India",560011,77.58958213,12.94239956,Industrial & Manufacturing & Resources,Wholesale & Distribution,Wholesale plant nursery,Open,+91 80 2656 7594,krishnendranursery.in,4.1,267,,People typically spend 20 min to 1 hr here,Mar-25
fc23c530bc62f45574e56a214cd0d433,"Mayoori Furniture, Electronics and Home Appliances",Kerala,Kollam,"Old Ushas Auditorium, Pallimukku, Kerala 691010, India",691010,76.62747029,8.8751066,Industrial & Manufacturing & Resources,Wholesale & Distribution,Furniture wholesaler,Open,+91 75938 00200,mayoorihome.com,4.9,5977,,People typically spend 20 min to 1 hr here,Mar-25
a292872c8a194db704c40b19f219adab,Anupam Stores - Home Decor | Crockery | Furniture | Kitchenware,Rajasthan,Jaipur,"68 Suraj Nagar West, opposite metro pillar no. 61 Civil Lines, Sodala, Jaipur, Rajasthan 302006, India",302006,75.77541953,26.90357189,Industrial & Manufacturing & Resources,Wholesale & Distribution,Wholesaler household appliances,Open,+91 99299 94251,anupamstores.com,4.3,641,,People typically spend 15-45 min here,Mar-25
99e0895f204145c50e133382a1aed433,Accurate Engineering Company Pvt. Ltd,Maharashtra,Pune,"67, B Takar Path, Swami Vivekanand Nagar, Hadapsar Industrial Estate, Hadapsar, Pune, Maharashtra 411013, India",411013,73.91104193,18.51358465,Industrial & Manufacturing & Resources,Industrial & Resource Production,Measuring instruments supplier,Open,+91 80 3740 3781,accuratemetrologycompany.com,3.7,73,,People typically spend 15 min to 2 hr here,Mar-25
09ab9eeb1f2f87647ac9728cb2c9c830,ALL FOR BAKES - bakery raw material | bakery ingredients | cake premix wholesaler in delhi,Delhi,"New Delhi, Delhi","7, Block K, Gopal Nagar, Fateh Nagar, New Delhi, Delhi, 110018, India",110018,77.10206866,28.63414314,Industrial & Manufacturing & Resources,Wholesale & Distribution,Wholesale bakery,Open,+91 93508 33496,allforbakes.com,3.6,69,,People typically spend 20 min here,Mar-25
209ed9a5b93446e6b9cc48fbb36054a8,Sri Thirumurugan Traders,Tamil Nadu,Erode,"31, Krishnan Street, Sathy Rd, Erode, Tamil Nadu 638003, India",638003,77.72429924,11.34691021,Industrial & Manufacturing & Resources,Industrial & Resource Production,Screw supplier,Open,+91 94437 11340,srithirumurugantraders.in,4.8,5,,People typically spend 20 min here,Mar-25
29e1698f54ed0a71822abf0a42a5178e,SICGIL INDUSTRIAL GASES LIMITED,Madhya Pradesh,Pithampur,"PLOT NO.366 & 367, SECTOR - 1, PITHAMPUR, DHAR DISTRICT, MADHYA PRADESH, Pithampur, Madhya Pradesh 454775, India",454775,75.68854511,22.61489113,Industrial & Manufacturing & Resources,Industrial & Resource Production,Dry ice supplier,Open,+91 93032 76393,sicgil.com,4.9,49,,People typically spend 15 min to 1 hr here,Mar-25
38f12cb3770256b35a63e0871fd51971,Argon Air Gases Pvt. Ltd,Haryana,Faridabad,"Krishna Nagar, Sector 56A, Faridabad, Haryana 121004, India",121004,77.30014079,28.33541277,Industrial & Manufacturing & Resources,Industrial & Resource Production,Industrial gas supplier,Open,+91 129 244 2170,argongases.com,4.8,6,,People typically spend 20 min to 1.5 hr here,Mar-25
236ac5f6df7a47054344615d7749e4bb,Kyungshin Industrial Motherson Ltd (KIML),Tamil Nadu,Padappai,"bazzar street,navasakthi nagar, Vandalur - Oragadam - Walajabad Rd, Padappai, Tamil Nadu 601301, India",601301,80.01678891,12.88536891,Industrial & Manufacturing & Resources,Wholesale & Distribution,Auto body parts supplier,Open,+91 44 2717 4159,motherson.com,3.5,595,,People typically spend 20 min here,Mar-25
aaf10538da7dcae2e117ed60ed2962e6,BKG AUTOMOTIVE PVT. LTD.,Haryana,Bahadurgarh,"MIE Part-B, Bahadurgarh, Haryana 124507, India",124507,76.94993145,28.68748432,Industrial & Manufacturing & Resources,Wholesale & Distribution,Plastic products supplier,Open,+91 98992 99555,bkgautomotive.com,5,2,,People typically spend 25 min to 3 hr here,Mar-25
bf37e5229df016739051f8705799883d,"Gupta Distributors, Jatni | Best Electronics Store",Odisha,"Jatni, Khordha","Sitaram chhak, Jatni, Khordha, Odisha 752050, India",752050,85.70631922,20.15906419,Industrial & Manufacturing & Resources,Wholesale & Distribution,Electronics wholesaler,Open,+91 674 249 2932,guptadistributors.com,4.8,1401,,People typically spend 15-45 min here,Mar-25
a69e446cc21deac75af4e7aae1219e09,Anmol Marble Handicrafts,Rajasthan,"Kishangarh, Kishangarh Rural","National Highway 8, Ajmer Bypass, near airport handicraft market, Kishangarh, Rajasthan 305801, India",305801,74.84055564,26.59341722,Industrial & Manufacturing & Resources,Wholesale & Distribution,Marble supplier,Open,+91 98871 68007,anmolmarblehandicrafts.com,3.9,182,,People typically spend 20 min here,Mar-25
d12835d25497df78582f9bcac3fee9ac,Emmvee Photovoltaic Power Private Limited,Karnataka,Bengaluru,"13/1, International Airport Road, Bettahalasuru, Post, Bengaluru, Karnataka 562157, India",562157,77.62015665,13.15236478,Industrial & Manufacturing & Resources,Wholesale & Distribution,Solar energy equipment supplier,Open,+91 80 2217 4511,emmvee.com,3.2,185,,People typically spend 15 min to 2 hr here,Mar-25
a3856525e156714e98e1b78601e58a2d,Gokul Traders,Kerala,Alappuzha,"Market Place, Punnapra, Alappuzha, Kerala 688004, India",688004,76.34504752,9.43474144,Industrial & Manufacturing & Resources,Wholesale & Distribution,Wholesaler,Open,+91 98952 09385,gokultraders.com,4.4,28,,People typically spend 15 min here,Mar-25
31961c740c02da0f912514f8694ca9c4,Midex Vashi Marketing Pvt. Ltd.,Madhya Pradesh,Indore,"behind Emerald Heights School, Rau, Indore, Madhya Pradesh 453331, India",453331,75.81581269,22.65243777,Industrial & Manufacturing & Resources,Wholesale & Distribution,Industrial equipment supplier,Open,+91 91651 77175,vashielectricals.com,4.4,17,,People typically spend 10 min to 1 hr here,Mar-25
65a11ec37200cf7184141b6138f00d06,SKF Distributors : M P Brothers,Karnataka,Mangaluru,"Kulur Ferry Rd, Chilimbi, Ladyhill, Mangaluru, Karnataka 575006, India",575006,74.83558287,12.89316128,Industrial & Manufacturing & Resources,Wholesale & Distribution,Wholesaler,Open,+91 824 245 0783,mpbros.com,5,3,,People typically spend 15 min to 1 hr here,Mar-25
cbb951ce6e5e415be0e72f207890ac08,RISHI FIBC Solutions Pvt. Ltd.,Karnataka,Mysuru,"SY.Nos.70/1(P),70/2,71/1(P) & 71/3(P Thandya Industrial Area, Adakanahalli Village KIADB Road,Thandya Indi.Area Chikkaiahnachatra Hobli, Nanjangud, Taluka, Mysuru, Karnataka 571301, India",571301,76.69528027,12.16166773,Industrial & Manufacturing & Resources,Wholesale & Distribution,Plastic bag supplier,Open,+91 95733 30707,fluidflexitanks.com,4.3,243,,People typically spend 20 min to 3 hr here,Mar-25
da704453e8983e303d7619956c8670de,Moorti Mahal,Rajasthan,Jaipur,"Jaipur Mahal, 1, Amer Rd, near Jal Mahal, Kailashpuri, Ramgarhmode, Parasrampuri, Jaipur, Rajasthan 302002, India",302002,75.83949433,26.94890267,Industrial & Manufacturing & Resources,Wholesale & Distribution,Marble supplier,Open,+91 96022 29999,moortimahal.in,4.8,58,,People typically spend 20 min to 1.5 hr here,Mar-25
034ae6364f32013a8140ea5177e71410,"Gupta Distributors, Dolamundai",Odisha,Cuttack,"Pithapur Rd, opp. Baba sagar Das School, Dolamundai, Cuttack, Odisha 753001, India",753001,85.8824001,20.46233693,Industrial & Manufacturing & Resources,Wholesale & Distribution,Electronics wholesaler,Open,+91 70089 89303,guptadistributors.com,4.7,1114,,People typically spend 10-45 min here,Mar-25
7bfaa7502901def9ce9ac7297ba63401,Triveni Engineering & Industries Limited,Uttar Pradesh,Noida,"Water Business Group, Hosiery Complex Block A Rd, Hosiery Complex, Block B, Phase-2, Noida, Uttar Pradesh 201305, India",201305,77.40029162,28.5313463,Industrial & Manufacturing & Resources,Utilities & Energy,Water treatment plant,Open,+91 120 474 8000,trivenigroup.com,4.3,53,,People typically spend 20 min to 2.5 hr here,Mar-25
5d1a60ea6c5229f276fea231b0c438e3,Sonali Polymers Pvt. Ltd. ( Sonali Group ) Unit 1,Rajasthan,Bassi,"G1/17, NH 11, Bassi, Rajasthan 303301, India",303301,76.03930578,26.85366147,Industrial & Manufacturing & Resources,Industrial & Resource Production,Polymer supplier,Open 24 hours,+91 90010 93913,sonaligroup.in,3.9,28,,People typically spend 20 min to 2 hr here,Mar-25
91484ef2255b71c46e62c12ea8d1301d,KHAOSA,Rajasthan,"Bikaner, Beechhwal Rural","Industrial Area Rd, Bichhwal, Bikaner, Beechhwal Rural, Rajasthan 334004, India",334004,73.33093186,28.06811452,Industrial & Manufacturing & Resources,Wholesale & Distribution,Food manufacturing supply,Open,+91 72300 55760,khaosa.com,3.8,59,,People typically spend 15 min here,Mar-25
e370413542df44d8b92557a1c5cd9090,Dee Ess Traders (Best Bearings Supplier),Punjab,Ludhiana,"No B-XX1/12655, 3/A, Link Rd, Opp. Industrial Estate, Ludhiana, Punjab 141003, India",141003,75.86502211,30.89045133,Industrial & Manufacturing & Resources,Industrial & Resource Production,Bearing supplier,Open,+91 98140 22709,indiamart.com,5,13,,People typically spend 15 min here,Mar-25
2347083e293486e8301007031e653590,Keshodwala Foods,Gujarat,Somnath,"Somnath, Gujarat 362268, India",362268,70.39298743,20.90134971,Industrial & Manufacturing & Resources,Wholesale & Distribution,Seafood wholesaler,Open 24 hours,+91 2876 231 644,keshodwala.com,4.3,81,,People typically spend 15 min to 1 hr here,Mar-25
5deda7ac38ab14cceacc1bcdafcfc421,Anukkhan HP Gas Service,West Bengal,Kolkata,"plot no 6, Ave 1st Rd, Aurobindo Block, Santoshpur, Kolkata, West Bengal 700075, India",700075,88.38164886,22.49205416,Industrial & Manufacturing & Resources,Utilities & Energy,Gas cylinders supplier,Open,+91 33 2416 5800,hindustanpetroleum.com,3.4,140,,People typically spend 25 min here,Mar-25
56e552dd5d68f3fcc7be4bd373ff8ad7,Umiya Quarry,Gujarat,Degam,"Degam, Gujarat 396521, India",396521,73.10179965,20.80537282,Industrial & Manufacturing & Resources,Wholesale & Distribution,Stone supplier,Open 24 hours,+91 97371 63800,facebook.com,3.5,4,,People typically spend 20 min to 1 hr here,Mar-25
5d0037494af8105f3721d9a635cc0213,OM STEEL DISTRIBUTORS,Karnataka,Dharwad,"Old Apmc, Mrityunjaya Nagar, Dharwad, Karnataka 580006, India",580006,75.01404221,15.46698744,Industrial & Manufacturing & Resources,Industrial & Resource Production,Iron and steel store,Open,+91 72591 26666,m.facebook.com,4.6,49,,People typically spend 15-45 min here,Mar-25
79a8da1b6d17c7407da4e8942f878459,S K INDUSTRIES,Uttar Pradesh,Noida,"A-66, A Block, Sector 8, Noida, Uttar Pradesh 201301, India",201301,77.3280767,28.59256884,Industrial & Manufacturing & Resources,Industrial & Resource Production,Food processing equipment,Open,+91 93503 78368,pastamachinemanufacturers.com,4.7,73,,People typically spend 30 min to 1.5 hr here,Mar-25
1deebe708f9b80e9589f9cd381f81f29,Mother Nutri Foods Limited,Gujarat,Otha,"Survey No. 276, Petrol Pump, 1, Mahuva - Bhavnagar Hwy, Opp, Otha, Gujarat 364205, India",364205,71.84087351,21.16391928,Industrial & Manufacturing & Resources,Wholesale & Distribution,Food products supplier,Open 24 hours,+91 78783 83861,mothernutrifoods.com,4.6,49,,People typically spend 20 min to 1.5 hr here,Mar-25
3c3cdafb413e7bfb47224c87e4c31310,Anand Medical Distributorss,Maharashtra,Pune,"838, 839, Barister Gadgil Rd, Perugate, Sadashiv Peth, Pune, Maharashtra 411030, India",411030,73.84791284,18.51271196,Industrial & Manufacturing & Resources,Wholesale & Distribution,Wholesaler,Open,+91 20 2447 8067,amdpune.com,4.3,44,,People typically spend 20 min to 1.5 hr here,Mar-25
